Title,Author,Publication Date,Pages,Genre,Rating,Summary,Converted
Studs Lonigan,James T. Farrell,"January 1, 1935",896 pages,"['Fiction', 'Classics', 'Literature']",3.81,"Collected here in one volume is James T. Farrell's renowned trilogy of the youth, early manhood, and death of Studs Young Lonigan , The Young Manhood of Studs Lonigan , and Judgment Day . In this relentlessly naturalistic portrait, Studs starts out his life full of vigor and ambition, qualities that are crushed by the Chicago youth's limited social and economic environment. Studs's swaggering and vicious comrades, his narrow family, and his educational and religious background lead him to a life of futile dissipation. Ann Douglas provides an illuminating introductory essay to Farrell's masterpiece, one of the greatest novels of American literature.For more than seventy years, Penguin has been the leading publisher of classic literature in the English-speaking world. With more than 1,700 titles, Penguin Classics represents a global bookshelf of the best works throughout history and across genres and disciplines. Readers trust the series to provide authoritative texts enhanced by introductions and notes by distinguished scholars and contemporary authors, as well as up-to-date translations by award-winning translators.",1
The Christmas Blessing,Donna VanLiere,"September 30, 2003",212 pages,"['Christmas', 'Fiction', 'Holiday']",4.26,"In The Christmas Shoes, young Nathan Andrews was a child who lost his mother to cancer. Now his deepest wish is to become a doctor.When a stranger named Robert gave him the money to buy his mother a pair of shoes for her last Christmas, both Robert and Nathan learned the deepest lessons of love and giving. Now a medical student in his third year, Nathan realizes there are still things to be learned about faith, blessings, and sacrifice. Lessons he will learn from Meghan Sullivan-a young woman born with a hole in her heart that has not kept her from becoming a champion runner. And lessons learned from a young boy named Charlie, who teaches how to live a life of true courage. Together, they will help guide Nathan through the darkest period in his life.The Christmas Blessing is an inspiring about hope existing in the darkest places, and love is always the greatest gift of all.",1
Skipping Christmas,John Grisham,"November 6, 2001",227 pages,"['Fiction', 'Christmas', 'Humor']",3.56,Skipping Christmas With The Kranks,1
The Rainmaker,John Grisham,"April 1, 1995",419 pages,"['Fiction', 'Thriller', 'Mystery']",4.01,"InThe Rainmaker, John Grisham tells the story of a young man barely out of law school who finds himself taking on one of the most powerful, corrupt, and ruthless companies in America -- and exposing a complex, multibillion-dollar insurance scam. In his final semester of law school Rudy Baylor is required to provide free legal advice to a group of senior citizens, and it is there that he meets his first ""clients,"" Dot and Buddy Black. Their son, Donny Ray, is dying of leukemia, and their insurance company has flatly refused to pay for his medical treatments. While Rudy is at first skeptical, he soon realizes that the Blacks really have been shockingly mistreated by the huge company, and that he just may have stumbled upon one of the largest insurance frauds anyone's ever seen -- and one of the most lucrative and important cases in the history of civil litigation. The problem is, Rudy's flat broke, has no job, hasn't even passed the bar, and is about to go head-to-head with one of the best defense attorneys -- and powerful industries -- in America.",1
Alice's Adventures in Wonderland,Lewis Carroll,"January 1, 1865",196 pages,"['Fantasy', 'Fiction', 'Childrens']",3.99,"For over 125 years John Tenniel's superb illustrations for Alice's Adventures in Wonderland have been the perfect complement to Lewis Carroll's timeless story.This edition is a wonderful high-quality version, the first to reproduce Tenniel's exquisite drawings from prints taken directly from the original wood engravings. Here, Tenniel's fine line work is far crisper, delicate shadings are reproduced with more subtlety, and details never seen before are now visible.This is a deluxe gift edition with clearer, more detailed images than have ever been seen before. At last, readers can see the Alice that Carroll and Tenniel had originally envisioned.When Alice follows the White Rabbit down his rabbit hole she embarks on the adventure of a lifetime. As she travels through Wonderland Alice learns that in the magical land of the Cheshire Cat, the Mad Hatter, and the Queen of Hearts, nothing is as it first appears.",1
Like a Fire Burning,Gerald N. Lund,"September 1, 1991",514 pages,"['Historical Fiction', 'Lds', 'Lds Fiction']",4.29,"Swept up in the great drama as the infant Church expands and spreads westward into Ohio and Missouri, the Steeds become eyewitnesses of miracles as well as of the horrors of mob mayhem. Nathan and Lydia begin their married life, meeting new challenges and facing crises that test both their faith and their love; Mary Ann struggles with her feelings over her husband Benjamin's continued lack of spiritual response to the Restoration message; Jessica Steed, distraught by her apparent inability to have children, watches helpless as Joshua's bitter and destructive nature threatens to explode into violence. This book will surprise and intrigue many readers with the little-known true events it depicts and the involvement in them of well-known Latter-day Saints like Joesph and Emma Smith, Lucy Mack Smith, Parley P. Pratt, Brigham Young, Mary Elizabeth Rollins, and others. Author Gerald N. Lund first provides a solid historical basis, then weaves into it believable fictional characters as he portrays the tragedies and triumphs experienced in the early days of the restored Church. Through the Steed family, the author typifies the faith, the determination, the Spirit that burned like a fire in the hearts of early Latter-day Saints.",1
Salem Falls,Jodi Picoult,"April 3, 2001",434 pages,"['Fiction', 'Contemporary', 'Romance']",3.84,"Love can redeem a man... but secrets and lies can condemn him.
A handsome stranger comes to the sleepy New England town of Salem Falls in hopes of burying his past: once a teacher at a girls' prep school, Jack St. Bride was destroyed when a student's crush sparked a powder keg of accusation. Now, washing dishes for Addie Peabody at the Do-Or-Diner, he slips quietly into his new routine, and Addie finds this unassuming man fitting easily inside her heart. But amid the rustic calm of ?Salem Falls, a quartet of teenage girls harbor dark secrets - and they maliciously target Jack with a shattering allegations. Now, at the center of a modern-day witch hunt, Jack is forced once again to proclaim his innocence: to a town searching for answers. to a justice system where truth becomes a slippery concept written in shades of gray, and to the woman who has come to love him.",1
The Christmas Box,Richard Paul Evans,"January 1, 1993",125 pages,"['Christmas', 'Fiction', 'Holiday']",3.98,"This inspiring holiday tale tells the touching story of a widow and the young family who moves in with her, and the ways in which they discover together the first gift of Christmas and what the holiday is really all about. Written by the author as a token of affection for his daughters, 
The Christmas Box
 has captured the hearts and minds of over a million readers.",1
The Chamber,John Grisham,"May 1, 1994",632 pages,"['Fiction', 'Thriller', 'Mystery']",3.85,"In the corridors of Chicago's top law firm: Twenty -six-year-old Adam Hall stands on the brink of a brilliant legal career. Now he is risking it all for a death-row killer and an impossible case.Maximum Security Unit, Mississippi State Prison: Sam Cayhall is a former Klansman and unrepentant racist now facing the death penalty for a fatal bombing in 1967. He has run out of chances -- except for one: the young, liberal Chicago lawyer who just happens to be his grandson.While the executioners prepare the gas chamber, while the protesters gather and the TV cameras wait, Adam has only days, hours, minutes to save his client. For between the two men is a chasm of shame, family lies, and secrets -- including the one secret that could save Sam Cayhall's life... or cost Adam his.--back cover",1
Gerald's Game,Stephen        King,"January 1, 1992",332 pages,"['Horror', 'Fiction', 'Thriller']",3.58,"A game. A husband-and-wife game. Gerald's Game.But this time Jessie didn't want to play. Lying there, spreadeagled and handcuffed to the bedstead while he'd loomed and drooled over her, she'd felt angry and humiliated.So she'd kicked out hard. Aimed to hit him where it hurt.And now he was dead - a coronary - on the floor.Leaving Jessie alone and helpless in a lakeside holiday cabin. Miles from nowhere. No-one to hear her screams.Alone. Except for the voices in her head that begun to chatter and argue and sneer...",1
Before I Go To Sleep,S.J. Watson,"October 1, 2011",358 pages,"['Thriller', 'Fiction', 'Mystery']",3.9,"""As I sleep, my mind will erase everything I did today. I will wake up tomorrow as I did this morning. Thinking I’m still a child. Thinking I have a whole lifetime of choice ahead of me. . . .""Memories define us.So what if you lost yours every time you went to sleep?Your name, your identity, your past, even the people you love—all forgotten overnight.And the one person you trust may be telling you only half the story.Welcome to Christine's life.",1
The Women of Brewster Place,Gloria Naylor,"June 2, 1982",192 pages,"['Fiction', 'Short Stories', 'Classics']",4.2,"In her heralded first novel, Gloria Naylor weaves together the stories of seven women living in Brewster Place, a bleak inner-city sanctuary, creating a powerful, moving portrait of the strengths, struggles, and hopes of black women in America. Vulnerable and resilient, openhanded and open-hearted, these women forge their lives in a place that in turn threatens and protects—a common prison and a shared home. Naylor renders both loving and painful human experiences with simple eloquence and uncommon intuition. Her remarkable sense of community and history makes The Women of Brewster Place a contemporary classic—and a touching and unforgettable read.",1
Alone in Berlin,Hans Fallada,"January 1, 1947",590 pages,"['Fiction', 'Historical Fiction', 'Germany']",4.26,"Inspired by a true story, Hans Fallada's Alone in Berlin is the gripping tale of an ordinary man's determination to defy the tyranny of Nazi Germany. This Penguin Classics edition contains an afterword by Geoff Wilkes, as well as facsimiles of the original Gestapo file which inspired the novel. Berlin, 1940, and the city is filled with fear. At the house on 55 Jablonski Strasse, its various occupants try to live under Nazi rule in their different ways: the bullying Hitler loyalists the Persickes, the retired judge Fromm, and the unassuming couple Otto and Anna Quangel. Then the Quangels receive the news that their beloved son has been killed fighting in France. Shocked out of their quiet existence, they begin a silent campaign of defiance, and a deadly game of cat and mouse develops between the Quangels and the ambitious Gestapo inspector Escherich. When petty criminals Kluge and Borkhausen also become involved, deception, betrayal and murder ensue, tightening the noose around the Quangels' necks ... If you enjoyed Alone in Berlin, you might like John Steinbeck's The Moon is Down, also available in Penguin Modern Classics. 'One of the most extraordinary and compelling novels written about World War II. Ever.' -- Alan Furst 'Terrific ... a fast-moving, important and astutely deadpan thriller.' -- The Irish Times 'An unrivalled and vivid portrait of life in wartime Berlin.' -- Philip Kerr 'To read Fallada's testament to the darkest years of the 20th century is to be accompanied by a wise, somber ghost who grips your shoulder and whispers into your ear: ""This is how it was. This is what happened.""' -- The New York Times",1
Choke,Chuck Palahniuk,"May 22, 2001",293 pages,"['Fiction', 'Contemporary', 'Humor']",3.71,"Victor Mancini, a medical-school dropout, is an antihero for our deranged times.Needing to pay elder care for his mother, Victor has devised an ingenious scam: he pretends to choke on pieces of food while dining in upscale restaurants. He then allows himself to be “saved” by fellow patrons who, feeling responsible for Victor’s life, go on to send checks to support him.When he’s not pulling this stunt, Victor cruises sexual addiction recovery workshops for action, visits his addled mom, and spends his days working at a colonial theme park.His creator, Chuck Palahniuk, renowned author of classics like Fight Club, is the visionary we need and the satirist we deserve.",1
Oscar et la dame rose,Éric-Emmanuel Schmitt,"January 1, 2002",100 pages,"['Fiction', 'France', 'Classics']",4.24,"Voici les lettres adressées à Dieu par un enfant de dix ans. Elles ont été retrouvées par Mamie Rose, la « dame rose » qui vient lui rendre visite à l'hôpital pour enfants. Elles décrivent douze jours de la vie d'Oscar, douze jours cocasses et poétiques, douze jours pleins de personnages drôles et émouvants. Ces douze jours seront peut-être les douze derniers. Mais, grâce à Mamie Rose qui noue avec Oscar un très fort lien d'amour, ces douze jours deviendront légende.",1
Exodus,Leon Uris,"September 1, 1958",599 pages,"['Historical Fiction', 'Fiction', 'Classics']",4.34,"Exodus is an international publishing phenomenon--the towering novel of the twentieth century's most dramatic geopolitical event. Leon Uris magnificently portrays the birth of a new nation in the midst of enemies--the beginning of an earthshaking struggle for power. Here is the tale that swept the world with its fury: the story of an American nurse, an Israeli freedom fighter caught up in a glorious, heartbreaking, triumphant era.",1
Jumper,Steven Gould,"August 1, 1992",345 pages,"['Science Fiction', 'Young Adult', 'Fiction']",3.93,"Davy lives alone with his father. But the truth is, it isn't much of a home. When things get so bad that Davy decides to run away, his big question is, Where? And how will he live?The magical answer: anywhere Davy wants!Davy discovers he has the power to ""jump"" from one place to another. Not just a few feet. But hundreds, even thousands of miles! And as Davy explores his new power he learns that the world is literally his for the taking. But there are consequences too, as Davy will learn.",1
The Ruins,Scott        Smith,"July 18, 2006",509 pages,"['Horror', 'Fiction', 'Thriller']",3.68,"Trapped in the Mexican jungle, a group of friends stumble upon a creeping horror unlike anything they could ever imagine.Two young couples are on a lazy Mexican vacation–sun-drenched days, drunken nights, making friends with fellow tourists. When the brother of one of those friends disappears, they decide to venture into the jungle to look for him. What started out as a fun day-trip slowly spirals into a nightmare when they find an ancient ruins site . . . and the terrifying presence that lurks there.",1
The Survivor,James Herbert,"January 1, 1976",206 pages,"['Horror', 'Fiction', 'Thriller']",3.67,"It had been one of the worst crashes in airline history, killing over 300 people, and leaving only one survivor. Now the dead were buried and the town of Eton tried to forget. . . . Until the young girl was found, screaming hysterically about malevolently grinning dolls and creatures of darkness. Until the fisherman's body was brought ashore, his face set in a grimace of utter terror. Until the priest was discovered cringing beneath the altar. Then the town was forced to face the shocking, dreadful truth about what was buried in the old graveyard. . . .",1
Jasper Jones,Craig Silvey,"March 31, 2009",397 pages,"['Young Adult', 'Fiction', 'Mystery']",4.09,"Late on a hot summer night in 1965, Charlie Bucktin, a precocious and bookish boy of thirteen, is startled by an urgent knock on the window of his sleep-out. His visitor is Jasper Jones, an outcast in the regional mining town of Corrigan.Rebellious, mixed-race and solitary, Jasper is a distant figure of danger and intrigue for Charlie. So when Jasper begs for his help, Charlie eagerly steals into the night by his side, terribly afraid but desperate to impress. Jasper takes him to his secret glade in the bush, and it's here that Charlie bears witness to Jasper's horrible discovery.With his secret like a brick in his belly, Charlie is pushed and pulled by a town closing in on itself in fear and suspicion as he locks horns with his tempestuous mother; falls nervously in love and battles to keep a lid on his zealous best friend, Jeffrey Lu.And in vainly attempting to restore the parts that have been shaken loose, Charlie learns to discern the truth from the myth, and why white lies creep like a curse.In the simmering summer where everything changes, Charlie learns why the truth of things is so hard to know, and even harder to hold in his heart.",1
The Little Mermaid,Hans Christian Andersen,"January 1, 1836",48 pages,"['Fantasy', 'Childrens', 'Fiction']",3.98,"From Book Synopsis:Andersen's fairy tales, which have been translated into more than 125 languages, have become culturally embedded in the West's collective consciousness, readily accessible to children, but present lessons of virtue and resilience in the face of adversity for mature readers as well. This title is part of Andersen's Fairy Tales, Volume 2.About the authorHans Christian Andersen, one of the best known figures in literature, is best know for combining traditional folk tales with his own great imagination to produce fairy tales known to most children today. The Danish writer was born in the slums of Odense. Although he was raised in poverty, he eventually attended Copenhagen University.Although Andersen wrote poems, plays and books, he is best known for his Fairy Tales and Other Stories, written between 1835 and 1872. This work includes such famous tales as The Emperor's New Clothes, Little Ugly Duckling, The Tinderbox, Little Claus and Big Claus, Princess and the Pea, The Snow Queen, The Little Mermaid, The Nightingale, The Story of a Mother and The Swineherd.Andersen's greatest work is still influential today, helping mold some of the works of writers ranging from Charles Dickens to Oscar Wilde and inspiring many of the works of Disney and other motion pictures.Andersen, who traveled greatly during his life, died in his home in Rolighed on August 4, 1875.(Bowker Author Biography)",1
Blue Dog,Louis de Bernières,"Published August 4, 2016",144 pages,"['Fiction', 'Young Adult', 'Dogs']",3.95,"From the author of Captain Corelli’s Mandolin, the spellbinding story of a young boy and his dog adventuring through the outback.When a family tragedy means Mick is sent to the outback to live with his Granpa, it looks as if he has a lonely life ahead of him. The cattle station is a tough place for a child, where nature is brutal and the men must work hard in the heat and dust. However, after a cyclone hits, things change for Mick. Exploring the floodwaters, he finds a lost puppy covered in mud and half-drowned. Mick and his dog immediately become inseparable as they take on the adventures offered by their unusual home, and the business of growing up, together.In this charming prequel to the much-loved Red Dog, Louis de Bernières tells the moving story of a young boy and his Granpa, and the charismatic and entertaining dog who so many readers hold close to their hearts.With illustrations by Alan Baker",1
Pygmalion,George Bernard Shaw,"October 16, 1913",122 pages,"['Classics', 'Plays', 'Fiction']",3.89,"A barbed attack on the British class system, Pygmalion both delighted and scandalized its first audiences in 1914. Henry Higgins is the Pygmalion figure who believes he can transform Eliza Doolittle, a cockney flower girl, into a duchess at ease in polite society. The one thing he overlooks is that his 'creation' has a mind of her own.",1
Less Than Zero,Bret Easton Ellis,"May 1, 1985",208 pages,"['Fiction', 'Contemporary', 'Novels']",3.6,"Set in Los Angeles in the early 1980s, this coolly mesmerizing novel is a raw, powerful portrait of a lost generation that experienced sex, drugs, and disaffection at too early an age, growing up in a world shaped by casual nihilism, passivity, and too much money.Clay comes home for Christmas vacation from his Eastern college and re-enters a landscape of limitless privilege and absolute moral entropy, where everyone drives Porches, dines at Spago, and snorts mountains of cocaine. He tries to renew feelings for his girlfriend, Blair, and for his best friend from high school, Julian, who is careering into hustling and heroin. Clay's holiday turns into a dizzying spiral of desperation that takes him through the relentless parties in glitzy mansions, seedy bars, and underground rock clubs, and into the seamy world of L.A. after dark.",1
The Good Earth,Pearl S. Buck,"March 2, 1931",418 pages,"['Fiction', 'Historical Fiction', 'China']",4.01,"This tells the poignant tale of a Chinese farmer and his family in old agrarian China. The humble Wang Lung glories in the soil he works, nurturing the land as it nurtures him and his family. Nearby, the nobles of the House of Hwang consider themselves above the land and its workers; but they will soon meet their own downfall.Hard times come upon Wang Lung and his family when flood and drought force them to seek work in the city. The working people riot, breaking into the homes of the rich and forcing them to flee. When Wang Lung shows mercy to one noble and is rewarded, he begins to rise in the world, even as the House of Hwang falls.",1
Birdsong,Sebastian Faulks,"September 27, 1993",512 pages,"['Historical Fiction', 'Fiction', 'War']",4.11,"A novel of overwhelming emotional power, Birdsong is a story of love, death, sex and survival. Stephen Wraysford, a young Englishman, arrives in Amiens in northern France in 1910 to stay with the Azaire family, and falls in love with unhappily married Isabelle. But, with the world on the brink of war, the relationship falters, and Stephen volunteers to fight on the Western Front. His love for Isabelle forever engraved on his heart, he experiences the unprecedented horrors of that conflict - from which neither he nor any reader of this book can emerge unchanged.",1
Puppet on a Chain,Alistair MacLean,"January 1, 1969",222 pages,"['Thriller', 'Fiction', 'Mystery']",3.7,From the acclaimed master of action and suspense. The all time classic. Paul Sherman of Interpol's Narcotics Bureau flies to Amsterdam on the trail of a dope king. With enormous skill the atmosphere is built Amsterdam with its canals and high houses; stolid police; psychopaths; women in distress and above all – murder.,1
Eldest,Christopher Paolini,"August 23, 2005",704 pages,"['Fantasy', 'Young Adult', 'Fiction']",4.04,"Darkness falls…despair abounds…evil reigns…Eragon and his dragon, Saphira, have just saved the rebel state from destruction by the mighty forces of King Galbatorix, cruel ruler of the Empire. Now Eragon must travel to Ellesmera, land of the elves, for further training in the skills of the Dragon Rider. Ages 12+.Darkness falls…despair abounds…evil reigns…Eragon and his dragon, Saphira, have just saved the rebel state from destruction by the mighty forces of King Galbatorix, cruel ruler of the Empire. Now Eragon must travel to Ellesmera, land of the elves, for further training in the skills of the Dragon Rider: magic and swordsmanship. Soon he is on the journey of a lifetime, his eyes open to awe-inspring new places and people, his days filled with fresh adventure. But chaos and betrayal plague him at every turn, and nothing is what it seems. Before long, Eragon doesn't know whom he can trust.Meanwhile, his cousin Roran must fight a new battle–one that might put Eragon in even graver danger.Will the king's dark hand strangle all resistance? Eragon may not escape with even his life. . . .",1
The Two Faces of January,Patricia Highsmith,"January 1, 1964",320 pages,"['Fiction', 'Crime', 'Mystery']",3.56,"Three of them are waiting. Rydal Keener is waiting for something exciting to happen in his grubby little Athens hotel. At forty-odd, Chester MacFarland has been waiting much longer, expecting his life of stock manipu­lation and fraud to catch up with him. And Colette, Chester's wife, is waiting for something altogether different. After a nasty little incident in the hotel, they all wait together. As the stakes, and the tension, in their three-cornered waiting game mount, they learn that while passports and silence can be bought, other things can cost as much as your life.",1
We Bought a Zoo,Benjamin Mee,"January 1, 2008",261 pages,"['Nonfiction', 'Animals', 'Memoir']",3.53,"When Benjamin Mee decided to uproot his family and move them to an unlikely new home in Devon - a dilapidated zoo where over 200 exotic animals would be their new neighbours - his friends and colleagues thought he was crazy.Benjamin's dream was to refurbish the zoo and run it as a family business. But with a grand reopening scheduled for spring, there was much work to be done and none of it would be easy for these novice zookeepers.Benjamin's story is a remarkable tale of anxious wolves, awkward creditors, escaping big cats, the power of family and the triumph of hope over tragedy.Now a major motion picture starring Matt Damon and Scarlett Johansson, directed by Cameron Crowe",1
Breakheart Pass,Alistair MacLean,"January 1, 1974",192 pages,"['Thriller', 'Fiction', 'Westerns']",3.71,"A magnificent tale of heart-stopping suspense from the highly acclaimed master of the genre.The Rocky Mountains, Winter 1873…One of the most desolate stretches of railroad in the West. Travelling along it is a crowded troop train, bound for the cholera-stricken garrison at Fort Humboldt. On board are the Governor of Nevada, the daughter of the fort’s commander and a US marshal escorting a notorious outlaw. Between them and safety are the hostile Paiute Indians – and a man who will stop at nothing, not even murder…",1
A Connecticut Yankee in King Arthur's Court,Mark Twain,"January 1, 1889",480 pages,"['Classics', 'Fiction', 'Fantasy']",3.77,"One of the greatest satires in American literature, Mark Twain's 'A Connecticut Yankee in King Arthur's Court' begins when Hank Morgan, a skilled mechanic in a nineteenth-century New England arms factory, is struck on the head during a quarrel and awakens to find himself among the knights and magicians of King Arthur's Camelot. The 'Yankee' vows brashly to ""boss the whole country inside of three weeks"" and embarks on an ambitious plan to modernize Camelot with 19th c. industrial inventions like electricity and gunfire. It isn't long before all hell breaks loose!Written in 1889, Mark 'A Connecticut Yankee in King Arthur's Court' is one of literature's first genre mash-ups and one of the first works to feature time travel. It is one of the best known Twain stories, and also one of his most unique. Twain uses the work to launch a social commentary on contemporary society, a thinly veiled critique of the contemporary times despite the Old World setting.While the dark pessimism that would fully blossom in Twain's later works can be discerned in 'A Connecticut Yankee in King Arthur's Court, ' the novel will nevertheless be remembered primarily for its wild leaps of imagination, brilliant wit, and entertaining storytelling.",1
The Man Who Knew Too Much,G.K. Chesterton,"January 1, 1922",72 pages,"['Mystery', 'Fiction', 'Classics']",3.59,This book was converted from its physical edition to the digital format by a community of volunteers. You may find it for free on the web. Purchase of the Kindle edition includes wireless delivery.,1
The Fourth Protocol,Frederick Forsyth,"August 1, 1984",443 pages,"['Fiction', 'Thriller', 'Espionage']",4.05,"Professional thief Jim Rawlings breaks into the apartment of a senior civil servant, and unintentionally discovers stolen top secret documents. Although one of the most notorious thieves in London, he is enough of a patriot to anonymously send the documents to MI5 so that they might locate the traitor. In Moscow, British defector Kim Philby drafts a memorandum for the Soviet General Secretary stating that, if the Labour Party wins the next general election in the United Kingdom (scheduled for sometime in the subsequent eighteen months), the ""hard left"" of the party will oust the moderate populist Neil Kinnock in favour of a radical new leader who will adopt a true Marxist-Leninist manifesto, including the expulsion of all American forces from the United Kingdom and the country's withdrawal from and repudiation of NATO. In conjunction with a GRU general, an academic named Krilov, and a master strategist, Philby devises ""Plan Aurora"" to ensure a Labour victory by exploiting the party's support for unilateral disarmament - although it is noted that the strategist, a nuclear physicist and chess Grand Master, has come up with most of the plan's strategy.",1
The Fixer,Bernard Malamud,"January 1, 1966",335 pages,"['Fiction', 'Historical Fiction', 'Classics']",3.98,"A classic that won Malamud both the Pulitzer Prize and the National Book Award.The Fixer (1966) is Bernard Malamud's best-known and most acclaimed novel—one that makes manifest his roots in Russian fiction, especially that of Isaac Babel.Set in Kiev in 1911 during a period of heightened anti-Semitism, the novel tells the story of Yakov Bok, a Jewish handyman blamed for the brutal murder of a young Russian boy. Bok leaves his village to try his luck in Kiev, and after denying his Jewish identity, finds himself working for a member of the anti-Semitic Black Hundreds Society. When the boy is found nearly drained of blood in a cave, the Black Hundreds accuse the Jews of ritual murder. Arrested and imprisoned, Bok refuses to confess to a crime that he did not commit.",1
Q & A,Vikas Swarup,"April 1, 2005",318 pages,"['Fiction', 'India', 'Contemporary']",4.02,"Vikas Swarup's spectacular debut novel opens in a jail cell in Mumbai, India, where Ram Mohammad Thomas is being held after correctly answering all twelve questions on India's biggest quiz show, Who Will Win a Billion? It is hard to believe that a poor orphan who has never read a newspaper or gone to school could win such a contest. But through a series of exhilarating tales Ram explains to his lawyer how episodes in his life gave him the answer to each question.Ram takes us on an amazing review of his own history - from the day he was found as a baby in the clothes donation box of a Delhi church to his employment by a faded Bollywood star to his adventure with a security-crazed Australian army colonel to his career as an overly creative tour guide at the Taj Mahal.Vikas Swarup's Q & A is a beguiling blend of high comedy, drama, and romance that reveals how we know what we know - not just about trivia, but about life itself. Cutting across humanity in all its squalor and glory, Vikas Swarup presents a kaleidoscopic vision of the struggle between good and evil - and what happens when one boy has no other choice in life but to survive.",1
The Septembers of Shiraz,Dalia Sofer,"January 1, 2007",340 pages,"['Fiction', 'Historical Fiction', 'Iran']",3.83,"In the aftermath of the Iranian revolution, rare-gem dealer Isaac Amin is arrested, wrongly accused of being a spy. Terrified by his disappearance, his family must reconcile a new world of cruelty and chaos with the collapse of everything they have known. As Isaac navigates the tedium and terrors of prison, forging tenuous trusts, his wife feverishly searches for him, suspecting, all the while, that their once-trusted housekeeper has turned on them and is now acting as an informer. And as his daughter, in a childlike attempt to stop the wave of baseless arrests, engages in illicit activities, his son, sent to New York before the rise of the Ayatollahs, struggles to find happiness even as he realizes that his family may soon be forced to embark on a journey of incalculable danger. A page-turning literary debut, The Septembers of Shiraz simmers with questions of identity, alienation, and love, not simply for a spouse or a child, but for all the intangible sights and smells of the place we call home.",1
Father Christmas Goes on Holiday,Raymond Briggs,"January 1, 1975",32 pages,"['Christmas', 'Fiction', 'Picture Books']",4.25,"Father Christmas visits France, Scotland, and Las Vegas while on his annual vacation.",1
The Treasure of the Sierra Madre,B. Traven,"January 1, 1935",308 pages,"['Fiction', 'Classics', 'Westerns']",4.1,"A CULT MASTERPIECE—THE ADVENTURE NOVEL THAT INSPIRED JOHN HUSTON'S CLASSIC FILM, BY THE ELUSIVE AUTHOR WHO WAS A MODEL FOR THE HERO OF ROBERTO BOLAÑO'S 2666 



Little is known for certain about B. Traven. Evidence suggests that he was born Otto Feige in Schlewsig-Holstein and that he escaped a death sentence for his involvement with the anarchist underground in Bavaria. Traven spent most of his adult life in Mexico, where, under various names, he wrote several bestsellers and was an outspoken defender of the rights of Mexico's indigenous people. First published in 1935, The Treasure of the Sierra Madre is Traven's most famous and enduring work, the dark, savagely ironic, and riveting story of three down-and-out Americans hunting for gold in Sonora.",1
Wonderstruck,Brian Selznick,"September 13, 2011",640 pages,"['Historical Fiction', 'Middle Grade', 'Fiction']",4.17,"Ben and Rose secretly wish for better lives. Ben longs for the father he has never known. Rose dreams of a mysterious actress whose life she chronicles in a scrapbook. When Ben discovers a puzzling clue in his mother's room and Rose reads an enticing headline in the newspaper, both children set out alone on desperate quests to find what they are missing.Set fifty years apart, these two independent stories - Ben's told in words, Rose's in pictures - weave back and forth in symmetry.",1
Nicholas and Alexandra: The Classic Account of the Fall of the Romanov Dynasty,Robert K. Massie,"June 30, 1967",640 pages,"['History', 'Nonfiction', 'Biography']",4.23,"The story of the love that ended an empire.In this commanding book, Pulitzer Prize–winning author Robert K. Massie sweeps readers back to the extraordinary world of Imperial Russia to tell the story of the Romanovs’ lives: Nicholas’s political naïveté, Alexandra’s obsession with the corrupt mystic Rasputin, and little Alexis’s brave struggle with hemophilia. Against a lavish backdrop of luxury and intrigue, Massie unfolds a powerful drama of passion and history—the story of a doomed empire and the death-marked royals who watched it crumble.",1
When the Wind Blows,Raymond Briggs,"January 1, 1982",48 pages,"['Graphic Novels', 'Comics', 'Fiction']",4.28,Raymond Briggs' now famous bestselling comic cartoon book depicts the effects of a nuclear attack on an elderly couple in his usual humorous yet macabre way.,1
Uglies,Scott Westerfeld,"February 8, 2005",425 pages,"['Young Adult', 'Dystopia', 'Science Fiction']",3.85,"Tally is about to turn sixteen, and she can't wait. In just a few weeks she'll have the operation that will turn her from a repellent ugly into a stunning pretty. And as a pretty, she'll be catapulted into a high-tech paradise where her only job is to have fun.But Tally's new friend Shay isn't sure she wants to become a pretty. When Shay runs away, Tally learns about a whole new side of the pretty world—and it isn't very pretty. The authorities offer Tally a choice: find her friend and turn her in, or never turn pretty at all. Tally's choice will change her world forever....",1
Wild Pork and Watercress,Barry Crump,"January 1, 1986",240 pages,"['Fiction', 'Adventure', 'Humor']",4.3,"When Social Welfare threatens to put Ricky into care, the overweight Maori boy and cantankerous Uncle Hec flee into the remote and rugged Ureweras. The impassable bush serves up perilous adventures, forcing the pair of misfits to use all their skills to survive hunger, wild pigs and the vagaries of the weather. Worse still are the authorities, determined to bring Ricky and Uncle Hec to justice. But despite the difficulties of life on the run, a bond of trust and love blossoms between the world-weary man and his withdrawn side-kick.This rattling good yarn has now been made into a major movie: Hunt For the Wilderpeople, directed and written by Taika Waititi, and starring Sam Neill and Julian Dennison.",1
Father Christmas,Raymond Briggs,"January 1, 1973",48 pages,"['Christmas', 'Picture Books', 'Childrens']",4.3,"Raymond Briggs, creator of The Snowman, tells a magical Christmas story that will appeal to everyone who wants to believe in Santa Claus. Meet Father Christmas: a very human gift-giver with a tough job to do. You'll find out that he sometimes gets a little grumpy living at the icy North Pole and squeezing down chimneys, but he more than makes up for it in heart and humour. Raymond Briggs brings this endearing character to life in over 100 wonderfully illustrated vignettes that follow the adventures of Father Christmas on his big night of the year.",1
